date,price_close,price_open,price_high,price_low,price_daily_return,price_cum_return,price_cum_return_pct
2023-08-07,3160.45,3165.03,3165.03,3142.06,-0.002729481556277835,-0.09734439976236953,-9.734439976236953
2023-08-08,3135.69,3147.41,3158.49,3122.67,-0.007834327390086826,-0.1044160992551264,-10.44160992551264
2023-08-09,3144.54,3130.22,3144.54,3122.57,0.0028223453211255745,-0.10188845222318377,-10.188845222318378
2023-08-10,3150.84,3142.87,3158.82,3129.84,0.002003472685989216,-0.10008911026824141,-10.00891102682414
2023-08-11,3109.23,3148.4,3148.73,3098.77,-0.013206002208934753,-0.1119733354658835,-11.19733354658835
2023-08-14,3057.19,3088.17,3088.17,3038.26,-0.01673726292361777,-0.12683647123337438,-12.683647123337439
2023-08-15,3050.86,3048.26,3068.06,3036.16,-0.002070528818948092,-0.12864438148334012,-12.864438148334012
2023-08-16,3016.41,3040.71,3040.71,3010.56,-0.0112918980221971,-0.13848364026869875,-13.848364026869875
2023-08-17,3015.15,2994.17,3019.24,2970.49,-0.0004177150984115974,-0.1388435086596871,-13.88435086596871
2023-08-18,2974.19,3012.05,3035.34,2973.84,-0.013584730444588189,-0.15054208746515263,-15.054208746515263
2023-08-21,2909.35,2962.51,2962.97,2909.04,-0.02180089368870186,-0.1690610291093514,-16.90610291093514
2023-08-22,2944.85,2910.38,2962.98,2910.38,0.012202038255967773,-0.1589218799981692,-15.89218799981692
2023-08-23,2941.03,2942.62,2964.81,2933.9,-0.0012971798224017395,-0.1600129095644992,-16.00129095644992
2023-08-24,2964.81,2960.56,2976.63,2950.15,0.008085602663012503,-0.15322110770917785,-15.322110770917785
2023-08-25,2966.32,2959.57,2992.39,2955.37,0.0005093075104307676,-0.15278983685965986,-15.278983685965986
2023-08-28,2990.69,3051.67,3069.37,2990.69,0.008215566762857618,-0.14582952520220893,-14.582952520220893
2023-08-29,3048.65,3006.27,3052.72,3001.04,0.01938014304391289,-0.1292755792167407,-12.92755792167407
2023-08-30,3031.1,3060.08,3066.52,3025.53,-0.005756646384465269,-0.1342880318055083,-13.42880318055083
2023-08-31,3016.57,3034.74,3041.64,3016.49,-0.004793639272871131,-0.13843794269524,-13.843794269524
2023-09-04,3087.56,3027.79,3092.72,3027.79,0.02353335079245622,-0.1181625005712168,-11.81625005712168
2023-09-05,3041.17,3081.1,3081.1,3037.56,-0.015024809234476355,-0.13141194077594187,-13.141194077594188
2023-09-06,3046.94,3040.68,3053.26,3026.21,0.0018972961064327443,-0.1297639720330821,-12.97639720330821
2023-09-07,3023.0,3041.21,3046.24,3019.52,-0.007857063151883503,-0.1366014714618624,-13.66014714618624
2023-09-11,3021.01,3008.62,3026.68,2994.82,-0.0006582864703935654,-0.13716983503175673,-13.716983503175673
2023-09-12,2993.54,3014.62,3014.62,2988.32,-0.009092985458505676,-0.14501553717497306,-14.501553717497305
2023-09-13,2992.87,3001.43,3016.41,2986.62,-0.00022381528224113545,-0.14520689576383206,-14.520689576383205
2023-09-14,3021.41,2997.37,3032.78,2994.74,0.009535997220059711,-0.13705559109810972,-13.705559109810972
